Timestamp,Upload Speed (KB/s),Download Speed (KB/s),Total Used (MB)
2025-04-19 11:52:57,0.0,0.0,81.21575832366943
2025-04-19 11:52:58,0.9990234375,0.8603515625,81.21757411956787
2025-04-19 11:52:59,0.1259765625,0.0,81.21769714355469
2025-04-19 11:53:01,0.74609375,0.7685546875,81.21917629241943
2025-04-19 11:53:02,0.28515625,0.361328125,81.2198076248169
2025-04-19 11:53:03,0.4296875,0.357421875,81.22057628631592
2025-04-19 11:53:04,0.2705078125,0.7890625,81.22161102294922
2025-04-19 11:53:05,0.1455078125,0.15625,81.22190570831299
2025-04-19 11:53:06,0.072265625,0.083984375,81.22205829620361
